kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
敷	['フ']	['-し.き', 'し.く']	15	['pave', 'promulgate', 'sit', 'spread']	['しき', 'にゅう']	spread	1	8	[]	6577
擁	['ヨウ']	[]	16	['embrace', 'hug', 'lead', 'possess', 'protect']	[]	hug	1	8	[]	64C1
圏	['ケン']	['かこ.い']	12	['circle', 'radius', 'range', 'sphere']	[]	sphere	1	8	[]	570F
酸	['サン']	['す.い']	14	['acid', 'bitterness', 'sour', 'tart']	[]	acid	1	5	[]	9178
罰	['ハツ', 'バチ', 'バツ']	['ばっ.する']	14	['penalty', 'punishment']	[]	penalty	1	8	[]	7F70
滅	['メツ']	['ほろ.びる', 'ほろ.ぶ', 'ほろ.ぼす']	13	['destroy', 'overthrow', 'perish', 'ruin']	[]	destroy	1	8	[]	6EC5
礎	['ソ']	['いしずえ']	18	['cornerstone', 'foundation stone']	['もと']	cornerstone	1	8	[]	790E
腐	['フ']	['-くさ.る', 'くさ.す', 'くさ.らす', 'くさ.る', 'くさ.れ', 'くさ.れる']	14	['decay', 'rot', 'sour']	[]	rot	1	8	[]	8150
脚	['カク', 'キャ', 'キャク']	['あし']	11	['base', 'leg', 'lower part', 'skids', 'undercarriage']	['し']	skids/shins	1	8	[]	811A
潮	['チョウ']	['うしお', 'しお']	15	['opportunity', 'salt water', 'tide']	['いた']	tide	1	6	[]	6F6E
梅	['バイ']	['うめ']	10	['plum']	[]	plum	1	4	[]	6885
尽	['サン', 'ジン']	['-ず.く', '-づ.く', 'ことごと.く', 'つ.かす', 'つ.きる', 'つ.くす']	6	['befriend', 'deplete', 'exhaust', 'run out of', 'serve', 'use up']	[]	exhaust	1	8	[]	5C3D
僕	['ボク']	['しもべ']	14	['I (male)', 'manservant', 'me', 'servant']	[]	me	1	8	[]	50D5
桜	['オウ', 'ヨウ']	['さくら']	10	['cherry']	['さ', 'ろう']	cherry tree	1	5	[]	685C
滑	['カツ', 'コツ']	['すべ.る', 'なめ.らか']	13	['fail exam', 'slide', 'slip', 'slippery']	['かり', 'なめり']	slippery	1	8	[]	6ED1
孤	['コ']	[]	9	['alone', 'orphan']	[]	orphan	1	8	[]	5B64
炎	['エン']	['ほのお']	8	['blaze', 'flame', 'inflammation']	['ぬく']	inflammation	1	8	[]	708E
賠	['バイ']	[]	15	['compensation', 'indemnify']	[]	compensation	1	8	[]	8CE0
句	['ク']	[]	5	['clause', 'counter for haiku', 'paragraph', 'passage', 'phrase', 'sentence']	['すく']	phrase	1	5	[]	53E5
鋼	['コウ']	['はがね']	16	['steel']	[]	steel	1	6	[]	92FC
頑	['ガン']	['かたく.な']	13	['firmly', 'foolish', 'stubborn']	[]	stubborn	1	8	[]	9811
鎖	['サ']	['くさり', 'とざ.す']	18	['chain', 'connection', 'irons']	[]	chain	1	8	[]	9396
彩	['サイ']	['いろど.る']	11	['coloring', 'makeup', 'paint']	['あや', 'さ', 'さえ', 'つや']	coloring	1	8	[]	5F69
摩	['マ']	['さす.る', 'す.る', 'ま.する']	15	['chafe', 'grind', 'polish', 'rub', 'scrape']	[]	chafe	1	8	[]	6469
励	['レイ']	['はげ.ます', 'はげ.む']	7	['be diligent', 'encourage', 'inspire']	[]	encourage	1	8	[]	52B1
縦	['ジュウ']	['たて']	16	['height', 'length', 'self-indulgent', 'vertical', 'wayward']	[]	vertical	1	6	[]	7E26
輝	['キ']	['かがや.く']	15	['gleam', 'radiance', 'shine', 'sparkle', 'twinkle']	['あき', 'あきら', 'さき', 'てる', 'ひ', 'ひかる']	radiance	1	8	[]	8F1D
蓄	['チク']	['たくわ.える']	13	['amass', 'hoard', 'raise', 'store']	[]	amass	1	8	[]	84C4
軸	['ジク']	[]	12	['axis', 'counter for book scrolls', 'pivot', 'stalk', 'stem']	[]	axis	1	8	[]	8EF8
巡	['ジュン']	['めぐ.り', 'めぐ.る']	6	['circumference', 'go around', 'patrol']	[]	patrol	1	8	[]	5DE1
稼	['カ']	['かせ.ぐ']	15	['earn money', 'earnings', 'work']	[]	earnings	1	8	[]	7A3C
瞬	['シュン']	['まじろ.ぐ', 'またた.く']	18	['blink', 'twinkle', 'wink']	[]	wink	1	8	[]	77AC
砲	['ホウ']	[]	10	['cannon', 'gun']	['づつ']	cannon	1	8	[]	7832
噴	['フン']	['ふ.く']	15	['emit', 'erupt', 'flush out', 'spout']	[]	erupt	1	8	[]	5674
誇	['コ']	['ほこ.る']	13	['be proud', 'boast', 'pride', 'triumphantly']	[]	boast	1	8	[]	8A87
祥	['ショウ']	['きざ.し', 'さいわ.い', 'つまび.らか', 'よ.い']	10	['auspicious', 'blessedness', 'good fortune', 'good omen', 'happiness']	['あき', 'あきら', 'さか', 'さき', 'さち', 'さむ', 'ただ', 'なか', 'なが', 'ひろ', 'まさ', 'やす', 'ゆき', 'よし']	auspicious	1	8	[]	7965
牲	['セイ']	[]	9	['animal sacrifice', 'offering']	[]	animal sacrifice	1	8	[]	7272
秩	['チツ']	[]	10	['order', 'regularity', 'salary']	['ちち', 'ちっ']	regularity	1	8	[]	79E9
帝	['テイ']	['みかど']	9	['creator', 'god', 'sovereign', 'the emperor']	[]	sovereign	1	8	[]	5E1D
宏	['コウ']	['ひろ.い']	7	['large', 'wide']	['あつ', 'ひろ', 'ひろし']	extensive	1	9	[]	5B8F
唆	['サ']	['そそ.る', 'そそのか.す']	10	['instigate', 'promote', 'seduce', 'tempt']	[]	tempt	1	8	[]	5506
阻	['ソ']	['はば.む']	8	['deter', 'impede', 'obstruct', 'prevent', 'separate from', 'thwart']	[]	thwart	1	8	[]	963B
泰	['タイ']	[]	10	['Thailand', 'calm', 'easy', 'excessive', 'extreme', 'great', 'peace', 'peaceful']	['た', 'はす', 'ひろ', 'や', 'やす', 'やすし', 'ゆたか', 'よし']	peaceful	1	8	[]	6CF0
賄	['ワイ']	['まかな.う']	13	['board', 'bribe', 'finance', 'supply']	[]	bribe	1	8	[]	8CC4
撲	['ボク']	[]	15	['beat', 'hit', 'slap', 'speak', 'strike', 'tell']	[]	slap	1	8	[]	64B2
堀	['クツ']	['ほり']	11	['canal', 'ditch', 'moat']	['ほっ']	ditch	1	8	[]	5800
菊	['キク']	[]	11	['chrysanthemum']	[]	chrysanthemum	1	8	[]	83CA
絞	['コウ']	['し.まる', 'し.める', 'しぼ.る']	12	['constrict', 'strangle', 'wring']	[]	strangle	1	8	[]	7D5E
縁	['-ネン', 'エン']	['えにし', 'ふち', 'ふち.どる', 'へり', 'ゆかり', 'よすが']	15	['affinity', 'border', 'brink', 'connection', 'edge', 'relation', 'verge']	[]	affinity	1	8	[]	7E01
唯	['イ', 'ユイ']	['ただ']	11	['merely', 'only', 'simply', 'solely']	['ゆ']	solely	1	8	[]	552F
膨	['ボウ']	['ふく.らむ', 'ふく.れる']	16	['get fat', 'swell', 'thick']	[]	swell	1	8	[]	81A8
矢	['シ']	['や']	5	['arrow', 'dart']	[]	dart	1	2	[]	77E2
耐	['タイ']	['た.える']	9	['-proof', 'enduring']	['たえ']	-proof	1	8	[]	8010
塾	['ジュク']	[]	14	['cram school', 'private school']	[]	cram school	1	8	[]	587E
漏	['ロウ']	['も.らす', 'も.る', 'も.れる']	14	['escape', 'leak', 'time']	[]	leak	1	8	[]	6F0F
慶	['ケイ']	['よろこ.び']	15	['be happy', 'congratulate', 'jubilation', 'rejoice']	['き', 'きよん', 'け', 'みち', 'む', 'やす', 'よし']	jubilation	1	8	[]	6176
猛	['モウ']	[]	11	['become furious', 'fierce', 'rave', 'rush', 'strength', 'wildness']	['たけ', 'たけし', 'たける']	fierce	1	8	[]	731B
芳	['ホウ']	['かんば.しい']	7	['balmy', 'favorable', 'fragrant', 'perfume']	['お', 'かおる', 'は', 'ほ', 'みち', 'やす', 'よし']	perfume	1	8	[]	82B3
懲	['チョウ']	['こ.らしめる', 'こ.らす', 'こ.りる']	18	['chastise', 'discipline', 'penal', 'punish']	[]	penal	1	8	[]	61F2
剣	['ケン']	['つるぎ']	10	['blade', 'clock hand', 'sabre', 'sword']	[]	sabre/saber	1	8	[]	5263
彰	['ショウ']	[]	14	['clear', 'patent']	['あき', 'あきら']	patent	1	8	[]	5F70
棋	['キ']	['ご']	12	['Japanese chess', 'chess piece', 'shogi']	[]	chess piece	1	8	[]	68CB
丁	['チ', 'チョウ', 'チン', 'テイ', 'トウ']	['ひのと']	2	['4th calendar sign', 'counter for guns, tools, leaves or cakes of something', 'even number', 'street', 'town', 'ward']	[]	street	1	3	[]	4E01
恒	['コウ']	['つね', 'つねに']	9	['always', 'constancy']	['のぶ', 'ひさ', 'ひさし']	constancy	1	8	[]	6052
揚	['ヨウ']	['-あ.げ', 'あ.がる', 'あ.げる']	12	['elevate', 'extol', 'fry in deep fat', 'hoist', 'praise', 'raise']	['あがり']	hoist	1	8	[]	63DA
冒	['ボウ']	['おか.す']	9	['assume (a name)', 'damage', 'dare', 'defy', 'face', 'risk']	[]	risk	1	8	[]	5192
之	['シ']	['この', 'これ', 'の', 'ゆく']	3	['of', 'this']	['あき', 'いたる', 'くに', 'つな', 'のぶ', 'ひさ', 'ひで', 'ゆき', 'ゆみ']	of	1	9	[]	4E4B
倫	['リン']	[]	10	['companion', 'ethics']	['とも', 'のり', 'ひとし', 'ひろ', 'みち']	ethics	1	8	[]	502B
陳	['チン']	['ひ.ねる']	11	['exhibit', 'explain', 'relate', 'state']	['のぶ']	exhibit/line up	1	8	[]	9673
憶	['オク']	[]	16	['recollection', 'remember', 'think']	[]	recollection	1	8	[]	61B6
潜	['セン']	['かく.れる', 'くぐ.る', 'ひそ.む', 'ひそ.める', 'もぐ.る']	15	['conceal', 'hide', 'hush', 'lower (voice)', 'submerge']	[]	submerge	1	8	[]	6F5C
梨	['リ']	['なし']	11	['pear tree']	['か']	pear tree	1	8	[]	68A8
仁	['ジン', 'ニ', 'ニン']	[]	4	['benevolence', 'charity', 'humanity', 'kernel', 'man', 'virtue']	['きみ', 'く', 'さと', 'しのぶ', 'じ', 'と', 'のり', 'ひと', 'ひとし', 'ひろ', 'まさ', 'まさし', 'やす', 'よし']	humanity	1	6	[]	4EC1
克	['コク']	['か.つ']	7	['kindly', 'overcome', 'skillfully']	['かつ', 'まさる', 'よし']	overcome	1	8	[]	514B
岳	['ガク']	['たけ']	8	['mountain', 'peak', 'point']	['おか', 'たか', 'たけん']	Point	1	8	[]	5CB3
概	['ガイ']	['おおむ.ね']	14	['approximation', 'condition', 'generally', 'outline']	[]	outline	1	8	[]	6982
拘	['コウ']	['かか.わる']	8	['adhere to', 'arrest', 'concerned', 'despite', 'seize']	[]	arrest	1	8	[]	62D8
墓	['ボ']	['はか']	13	['grave', 'tomb']	[]	grave	1	5	[]	5893
黙	['ボク', 'モク']	['だま.る', 'もだ.す']	15	['become silent', 'leave as is', 'silence', 'stop speaking']	[]	silence	1	8	[]	9ED9
須	['シュ', 'ス']	['すべから.く', 'すべし', 'ひげ', 'まつ', 'もち.いる', 'もと.める']	12	['by all means', 'necessarily', 'ought']	['ぞ', 'もとむ']	ought	1	8	[]	9808
偏	['ヘン']	['かたよ.る']	11	['biased', 'inclining', 'left-side radical', 'partial', 'side']	[]	partial	1	8	[]	504F
雰	['フン']	[]	12	['atmosphere', 'fog']	[]	atmosphere	1	8	[]	96F0
遇	['グウ']	['あ.う']	12	['deal with', 'encounter', 'entertain', 'interview', 'meet', 'receive', 'treat']	[]	interview	1	8	[]	9047
諮	['シ']	['はか.る']	16	['consult with']	[]	consult with	1	8	[]	8AEE
狭	['キョウ', 'コウ']	['さ', 'せば.まる', 'せば.める', 'せま.い']	9	['contract', 'cramped', 'narrow', 'tight']	['はざ']	cramped	2	8	[]	72ED
卓	['タク']	[]	8	['desk', 'eminent', 'high', 'table']	['すぐる', 'たか', 'たかし']	eminent	1	8	[]	5353
亀	['キ', 'キュウ', 'キン']	['かめ']	11	['tortoise', 'turtle']	['ひさ', 'ひさし']	tortoise	1	8	[]	4E80
糧	['リョウ', 'ロウ']	['かて']	18	['bread', 'food', 'provisions']	[]	provisions	1	8	[]	7CE7
簿	['ボ']	[]	19	['record book', 'register']	[]	register	1	8	[]	7C3F
炉	['ロ']	['いろり']	8	['furnace', 'hearth', 'kiln', 'reactor']	[]	hearth	1	8	[]	7089
牧	['ボク']	['まき']	8	['breed', 'care for', 'feed', 'pasture', 'shepherd']	['ま', 'まい', 'もく']	breed	1	4	[]	7267
殊	['シュ']	['こと']	10	['especially', 'exceptionally', 'particularly']	[]	particularly	1	8	[]	6B8A
殖	['ショク']	['ふ.える', 'ふ.やす']	12	['augment', 'increase', 'multiply', 'raise']	['うえ', 'え', 'げ']	augment	1	8	[]	6B96
艦	['カン']	[]	21	['warship']	[]	warship	1	8	[]	8266
輩	['ハイ']	['-ばら', 'ともがら', 'やかい', 'やから']	15	['companions', 'comrade', 'fellow', 'people']	[]	comrade	1	8	[]	8F29
穴	['ケツ']	['あな']	5	['aperture', 'cave', 'den', 'hole', 'slit']	['けな', 'しし', 'な']	hole	1	6	[]	7A74
奇	['キ']	['あや.しい', 'く.しき', 'くし', 'めずら.しい']	8	['curiosity', 'strange', 'strangeness']	[]	strange	1	8	[]	5947
慢	['マン']	[]	14	['laziness', 'ridicule']	[]	ridicule	1	8	[]	6162
鶴	['カク']	['つる']	21	['crane', 'stork']	['か', 'ず', 'たず', 'つ', 'づ']	crane	1	8	[]	9DB4
謀	['ボウ', 'ム']	['たばか.る', 'はか.る', 'はかりごと']	16	['cheat', 'conspire', 'deceive', 'devise', 'have in mind', 'impose on', 'plan', 'scheme']	[]	conspire	1	8	[]	8B00
暖	['ダン', 'ノン']	['あたた.か', 'あたた.かい', 'あたた.まる', 'あたた.める']	13	['warmth']	[]	warmth	2	6	[]	6696
昌	['ショウ']	['さかん']	8	['bright', 'clear', 'prosperous']	['あき', 'あきら', 'あつ', 'さかえ', 'すけ', 'まさ', 'まさし', 'よし']	prosperous	1	9	[]	660C
拍	['ハク', 'ヒョウ']	[]	8	['beat (music)', 'clap']	[]	clap	1	8	[]	62CD
朗	['ロウ']	['あき.らか', 'ほが.らか']	10	['bright', 'cheerful', 'clear', 'melodious', 'serene']	['あき', 'あきら', 'お', 'さえ', 'ろ']	melodious	1	6	[]	6717
寛	['カン']	['くつろ.ぐ', 'ひろ.い', 'ゆる.やか']	13	['be at ease', 'broadminded', 'feel at home', 'generosity', 'leniency', 'relax', 'tolerant']	['とも', 'のぶ', 'のり', 'ひろし', 'ひろん', 'ゆた', 'ゆたか']	tolerant	1	8	[]	5BDB
覆	['フク']	['おお.う', 'くつがえ.す', 'くつがえ.る']	18	['be ruined', 'capsize', 'cover', 'mantle', 'shade']	[]	capsize	1	8	[]	8986
胞	['ホウ']	[]	9	['placenta', 'sac', 'sheath']	[]	placenta	1	8	[]	80DE
泣	['キュウ']	['な.く']	8	['cry', 'moan', 'weep']	[]	cry	2	4	[]	6CE3
隔	['カク']	['へだ.たる', 'へだ.てる']	13	['alternate', 'distance', 'gulf', 'isolate', 'separate']	[]	isolate	1	8	[]	9694
浄	['ジョウ', 'セイ']	['きよ.い', 'きよ.める']	9	['Manchu Dynasty', 'clean', 'cleanse', 'exorcise', 'purify']	[]	clean	1	8	[]	6D44
没	['ボツ', 'モツ']	['おぼ.れる', 'しず.む', 'ない']	7	['die', 'disappear', 'drown', 'fall into', 'hide', 'sink']	[]	drown	1	8	[]	6CA1
暇	['カ']	['いとま', 'ひま']	13	['leave of absence', 'leisure', 'rest', 'spare time', 'time']	[]	spare time	1	8	[]	6687
肺	['ハイ']	[]	9	['lungs']	[]	lungs	1	6	[]	80BA
貞	['ジョウ', 'テイ']	['さだ', 'ただし.い']	9	['chastity', 'constancy', 'righteousness', 'upright']	['さざ', 'ただし', 'りょう']	upright	1	8	[]	8C9E
靖	['ジョウ', 'セイ']	['やす.んじる']	13	['peaceful']	['おさむ', 'きよし', 'しず', 'のぶ', 'やす', 'やすし']	repose	1	9	[]	9756
鑑	['カン']	['かがみ', 'かんが.みる']	23	['learn from', 'specimen', 'take warning from']	['あき', 'あきら']	specimen	1	8	[]	9451
飼	['シ']	['か.う']	13	['domesticate', 'feed', 'keep', 'raise']	['かい']	domesticate	1	5	[]	98FC
陰	['イン']	['かげ', 'かげ.る']	11	['negative', 'secret', 'sex organs', 'shade', 'shadow', 'yin']	[]	shade	1	8	[]	9670
銘	['メイ']	[]	14	['inscription', 'signature (of artisan)']	['たか', 'み', 'め']	inscription	1	8	[]	9298
随	['ズイ']	['したが.う', 'まにま.に']	12	['all', 'at the mercy of (the waves)', 'both', 'comply', 'during', 'follow', 'notwithstanding', 'obey', 'submit to', 'though', 'while']	[]	follow	1	8	[]	968F
烈	['レツ']	['はげ.しい']	10	['ardent', 'extreme', 'furious', 'severe', 'vehement', 'violent']	['やす']	ardent	1	8	[]	70C8
尋	['ジン']	['たず.ねる', 'ひろ']	12	['fathom', 'inquire', 'look for']	['ず', 'つぐ']	inquire	1	8	[]	5C0B
稿	['コウ']	['したがき', 'わら']	15	['copy', 'draft', 'manuscript', 'straw']	[]	draft	1	8	[]	7A3F
丹	['タン']	['に']	4	['pills', 'red', 'red lead', 'rust-colored', 'sincerity']	['た', 'たみ', 'まこと']	rust-colored/cinnabar	1	8	[]	4E39
啓	['ケイ']	['さと.す', 'ひら.く']	11	['disclose', 'open', 'say']	['あき', 'あきら', 'さとし', 'はじめ', 'ひろ', 'よし']	disclose	1	8	[]	5553
也	['エ', 'ヤ']	['か', 'なり', 'また']	3	['to be (classical)']	['し']	est	1	9	[]	4E5F
丘	['キュウ']	['おか']	5	['hill', 'knoll']	['たかし']	hill	1	8	[]	4E18
棟	['トウ']	['むな-', 'むね']	12	['ridge', 'ridgepole']	[]	ridgepole	1	8	[]	68DF
壌	['ジョウ']	['つち']	16	['earth', 'lot', 'soil']	[]	lot	1	8	[]	58CC
漫	['マン']	['そぞ.ろ', 'みだり.に']	14	['cartoon', 'corrupt', 'in spite of oneself', 'involuntarily', 'unrestrained']	[]	loose	1	8	[]	6F2B
玄	['ゲン']	['くろ', 'くろ.い']	5	['black', 'deep', 'mysterious', 'occultness', 'profound']	['けん', 'はる', 'はるか']	mysterious	1	8	[]	7384
粘	['ネン']	['ねば.る']	11	['glutinous', 'greasy', 'persevere', 'sticky']	[]	sticky	1	8	[]	7C98
悟	['ゴ']	['さと.る']	10	['discern', 'enlightenment', 'perceive', 'realize', 'understand']	[]	enlightenment	1	8	[]	609F
舗	['ホ']	[]	15	['pave', 'shop', 'store']	['き']	shop	1	8	[]	8217
妊	['ジン', 'ニン']	['はら.む', 'みごも.る']	7	['pregnancy']	[]	pregnancy	1	8	[]	598A
熟	['ジュク']	['う.れる']	15	['acquire skill', 'mature', 'mellow', 'ripen']	[]	mellow	1	6	[]	719F
旭	['キョク']	['あさひ']	6	['morning sun', 'rising sun']	['あき', 'あきら', 'てる', 'ひ']	rising sun	1	9	[]	65ED
恩	['オン']	[]	10	['benefit', 'blessing', 'favor', 'goodness', 'grace', 'kindness', 'mercy']	['めぐみ']	grace	1	5	[]	6069
騰	['トウ']	['あが.る', 'のぼ.る']	20	['advancing', 'going', 'jumping up', 'leaping up', 'rising']	[]	inflation	1	8	[]	9A30
往	['オウ']	['い.く', 'いにしえ', 'さき.に', 'ゆ.く']	8	['before', 'chase away', 'formerly', 'going', 'journey', 'let go', 'travel']	['みち']	journey	1	5	[]	5F80
豆	['ズ', 'トウ']	['まめ', 'まめ-']	7	['beans', 'midget', 'pea']	['ど', 'ま']	beans	1	3	[]	8C46
遂	['スイ']	['つい.に', 'と.げる']	12	['accomplish', 'attain', 'commit (suicide)', 'consummate']	[]	consummate	1	8	[]	9042
狂	['キョウ']	['くる.う', 'くる.おしい', 'くるお.しい']	7	['confuse', 'crazy', 'insane', 'lunatic']	[]	lunatic	1	8	[]	72C2
岐	['キ', 'ギ']	[]	7	['arena', 'branch off', 'fork in road', 'scene', 'theater']	['たかし', 'また']	branch off	1	8	[]	5C90
陛	['ヘイ']	[]	10	['highness', 'steps (of throne)']	[]	highness	1	6	[]	965B
緯	['イ']	['ぬき', 'よこいと']	16	['(parallels of) latitude', 'horizontal', 'left & right', 'prediction', 'woof']	[]	horizontal	1	8	[]	7DEF
培	['バイ']	['つちか.う']	11	['cultivate', 'foster']	[]	cultivate	1	8	[]	57F9
衰	['スイ']	['おとろ.える']	10	['decline', 'wane', 'weaken']	[]	decline	1	8	[]	8870
艇	['テイ']	[]	13	['rowboat', 'small boat']	[]	rowboat	1	8	[]	8247
屈	['クツ']	['かが.む', 'かが.める']	8	['bend', 'flinch', 'submit', 'yield']	['くっ']	yield	1	8	[]	5C48
径	['ケイ']	['こみち', 'さしわたし', 'ただちに', 'みち']	8	['diameter', 'method', 'path']	[]	diameter	1	4	[]	5F84
淡	['タン']	['あわ.い']	11	['faint', 'fleeting', 'pale', 'thin']	[]	thin	1	8	[]	6DE1
抽	['チュウ']	['ひき-']	8	['excel', 'extract', 'pluck', 'pull']	[]	pluck	1	8	[]	62BD
披	['ヒ']	[]	8	['expose', 'open']	[]	expose	1	8	[]	62AB
廷	['テイ']	[]	7	['courts', 'government office', 'imperial court']	['たか']	courts	1	8	[]	5EF7
錦	['キン']	['にしき']	16	['brocade', 'fine dress', 'honors']	['あや', 'かね', 'にし']	brocade	1	8	[]	9326
准	['ジュン']	[]	10	['associate', 'quasi-', 'semi-']	[]	quasi-	1	8	[]	51C6
暑	['ショ']	['あつ.い']	12	['hot', 'sultry', 'summer heat']	[]	sultry	3	3	[]	6691
磯	['キ']	['いそ']	17	['beach', 'seashore']	['し', 'そ']	rocky beach	1	9	[]	78EF
奨	['ショウ', 'ソウ']	['すす.める']	13	['encourage', 'exhort', 'urge']	['まさし']	exhort	1	8	[]	5968
浸	['シン']	['つ.かる', 'ひた.す', 'ひた.る']	10	['dip', 'dunk', 'immersed', 'moisten', 'soak', 'steep', 'wet']	[]	immersed	1	8	[]	6D78
剰	['ジョウ']	['あま.り', 'あま.る', 'あまつさえ']	11	['besides', 'surplus']	[]	surplus	1	8	[]	5270
胆	['タン']	['きも']	9	['courage', 'gall bladder', 'nerve', 'pluck']	['い', 'まこと']	gall bladder	1	8	[]	80C6
繊	['セン']	[]	17	['fine', 'slender', 'thin kimono']	[]	slender	1	8	[]	7E4A
駒	['ク']	['こま']	15	['colt', 'horse', 'pony']	[]	pony	1	8	[]	99D2
虚	['キョ', 'コ']	['うつ.ろ', 'むな.しい']	11	['crack', 'emptiness', 'fissure', 'unpreparedness', 'untruth', 'void']	[]	void	1	8	[]	865A
霊	['リョウ', 'レイ']	['たま']	15	['soul', 'spirits']	[]	spirits	1	8	[]	970A
帳	['チョウ']	['とばり']	11	['account book', 'album', 'curtain', 'net', 'notebook', 'tent', 'veil']	[]	notebook	1	3	[]	5E33
悔	['カイ']	['く.いる', 'く.やむ', 'くや.しい']	9	['regret', 'repent']	[]	repent	1	8	[]	6094
諭	['ユ']	['さと.す']	16	['admonish', 'charge', 'persuade', 'rebuke', 'warn']	['ゆう']	rebuke	1	8	[]	8AED
惨	['サン', 'ザン']	['いた.む', 'みじ.め', 'むご.い']	11	['cruelty', 'disaster', 'harsh', 'wretched']	[]	wretched	1	8	[]	60E8
虐	['ギャク']	['しいた.げる']	9	['oppress', 'tyrannize']	[]	tyrannize	1	8	[]	8650
翻	['ハン', 'ホン']	['ひるがえ.す', 'ひるがえ.る']	18	['change (mind)', 'flip', 'flutter', 'turn over', 'wave']	[]	flip	1	8	[]	7FFB
墜	['ツイ']	['お.ちる', 'お.つ']	15	['crash', 'fall (down)']	[]	crash	1	8	[]	589C
沼	['ショウ']	['ぬま']	8	['bog', 'lake', 'marsh', 'pond', 'swamp']	[]	marsh	1	8	[]	6CBC
