kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
拒	['キョ', 'ゴ']	['こば.む']	8	['decline', 'refuse', 'reject', 'repel']	[]	repel	1	8	[]	62D2
刑	['ケイ']	[]	6	['penalty', 'punish', 'punishment', 'sentence']	['おさか', 'ぎょう']	punish	1	8	[]	5211
塚	['チョウ']	['-づか', 'つか']	12	['hillock', 'mound']	['ずか', 'つ']	hillock	1	8	[]	585A
致	['チ']	['いた.す']	10	['cause', 'do', 'doth', 'engage', 'exert', 'forward', 'incur', 'send']	[]	doth	1	8	[]	81F4
繰	['ソウ']	['く.る']	19	['look up', 'reel', 'refer to', 'spin', 'turn (pages)', 'winding']	['くり']	winding	1	8	[]	7E70
尾	['ビ']	['お']	7	['counter for fish', 'end', 'lower slope of mountain', 'tail']	[]	tail	1	8	[]	5C3E
描	['ビョウ']	['えが.く', 'か.く']	11	['compose', 'draw', 'paint', 'sketch', 'write']	[]	sketch	1	8	[]	63CF
鈴	['リン', 'レイ']	['すず']	13	['buzzer', 'small bell']	['ず']	small bell	1	8	[]	9234
盤	['バン']	[]	15	['board', 'phonograph record', 'platter', 'shallow bowl', 'tray', 'tub']	['ち', 'わ']	tray	1	8	[]	76E4
項	['コウ']	['うなじ']	12	['clause', 'item', 'nape of neck', 'paragraph', 'term (expression)']	[]	paragraph	1	8	[]	9805
喪	['ソウ']	['も']	12	['miss', 'mourning']	[]	miss	1	8	[]	55AA
伴	['ハン', 'バン']	['ともな.う']	7	['accompany', 'bring with', 'companion', 'consort']	['とも']	consort	1	8	[]	4F34
養	['ヨウ', 'リョウ']	['やしな.う']	15	['bring up', 'develop', 'foster', 'nurture', 'rear']	['や']	foster	1	4	[]	990A
懸	['ケ', 'ケン']	['か.かる', 'か.ける']	20	['consult', 'depend', 'distant', 'far apart', 'hang', 'state of suspension']	[]	suspend	1	8	[]	61F8
街	['カイ', 'ガイ']	['まち']	12	['boulevard', 'street', 'town']	['また']	boulevard	1	4	[]	8857
契	['ケイ']	['ちぎ.る']	9	['pledge', 'promise', 'vow']	[]	pledge	1	8	[]	5951
掲	['ケイ']	['かか.げる']	11	['describe', 'display', 'hang out', 'hoist', 'publish', 'put up', 'put up (a notice)']	[]	put up (a notice)	1	8	[]	63B2
躍	['ヤク']	['おど.る']	21	['dance', 'leap', 'skip']	['おどり']	leap	1	8	[]	8E8D
棄	['キ']	['す.てる']	13	['abandon', 'discard', 'reject', 'resign', 'sacrifice', 'throw away']	[]	abandon	1	8	[]	68C4
邸	['テイ']	['やしき']	8	['mansion', 'residence']	['むら']	residence	1	8	[]	90B8
縮	['シュク']	['ちぢ.まる', 'ちぢ.む', 'ちぢ.める', 'ちぢ.らす', 'ちぢ.れる']	17	['contract', 'reduce', 'shrink', 'shrivel', 'wrinkle']	[]	shrink	1	6	[]	7E2E
還	['カン']	['かえ.る']	16	['return', 'send back']	[]	send back	1	8	[]	9084
属	['ショク', 'ゾク']	['さかん', 'つく', 'やから']	12	['affiliated', 'belong', 'genus', 'subordinate official']	['さっか', 'つき']	belong	1	5	[]	5C5E
慮	['リョ']	['おもんぱか.る', 'おもんぱく.る']	15	['concern', 'consider', 'deliberate', 'fear', 'prudence', 'thought']	['ぜ']	prudence	1	8	[]	616E
枠	[]	['わく']	8	['(kokuji)', 'bounding-box', 'frame', 'framework', 'spindle', 'spool']	[]	frame	1	8	[]	67A0
恵	['エ', 'ケイ']	['めぐ.み', 'めぐ.む']	10	['blessing', 'favor', 'grace', 'kindness']	['あや', 'け', 'さと', 'さとし', 'しげ', 'へい', 'み', 'やす']	favor	2	8	[]	6075
露	['ロ', 'ロウ']	['つゆ']	21	['Russia', 'dew', 'expose', 'tears']	['や', 'ゆ']	dew	1	8	[]	9732
沖	['チュウ']	['おき', 'おきつ', 'ちゅう.する', 'わく']	7	['offing', 'open sea', 'rise high into sky']	[]	open sea	1	8	[]	6C96
緩	['カン']	['ゆる.い', 'ゆる.む', 'ゆる.める', 'ゆる.やか']	15	['be moderate', 'ease', 'lessen', 'loosen', 'relax', 'slacken']	['ひろ']	slacken	1	8	[]	7DE9
節	['セチ', 'セツ']	['-ぶし', 'のっと', 'ふし']	13	['clause', 'honor', 'joint', 'knob', 'knot', 'knuckle', 'melody', 'node', 'occasion', 'period', 'season', 'stanza', 'tune', 'verse']	['たかし']	node	2	4	[]	7BC0
需	['ジュ']	[]	14	['demand', 'need', 'request']	[]	demand	1	8	[]	9700
射	['シャ']	['い.る', 'う.つ', 'さ.す']	10	['archery', 'onto', 'shine into', 'shoot']	[]	shoot	1	6	[]	5C04
購	['コウ']	[]	17	['buy', 'subscription']	[]	subscription	1	8	[]	8CFC
揮	['キ']	['ふる.う']	12	['brandish', 'shake', 'swing', 'wag', 'wave']	[]	brandish	1	6	[]	63EE
充	['ジュウ']	['あ.てる', 'み.たす']	6	['allot', 'fill']	['あつ', 'のぶ', 'まさ', 'みち', 'みつ', 'よし']	allot	1	8	[]	5145
貢	['ク', 'コウ']	['みつ.ぐ']	10	['finance', 'support', 'tribute']	[]	tribute	1	8	[]	8CA2
鹿	['ロク']	['か', 'しか']	11	['deer']	['しし']	deer	1	8	[]	9E7F
却	['キャク']	['かえ.って', 'しりぞ.く', 'しりぞ.ける']	7	['instead', 'on the contrary', 'rather', 'retreat', 'step back', 'withdraw']	[]	instead	1	8	[]	5374
端	['タン']	['-ばた', 'は', 'はし', 'はた', 'はな']	14	['border', 'cape', 'edge', 'end', 'origin', 'point', 'verge']	['ただし', 'みず']	edge	1	8	[]	7AEF
賃	['チン']	[]	13	['charge', 'fare', 'fee', 'hire', 'rent', 'wages']	['すけ']	fare	2	6	[]	8CC3
獲	['カク']	['え.る']	16	['able to', 'acquire', 'can', 'earn', 'find', 'get', 'may', 'seize']	[]	seize	1	8	[]	7372
郡	['グン']	['こおり']	10	['county', 'district']	[]	county	1	4	[]	90E1
併	['ヘイ']	['あわ.せる']	8	['collective', 'get together', 'join', 'unite']	[]	join	1	8	[]	4F75
徹	['テツ']	[]	15	['clear', 'penetrate', 'pierce', 'sit up (all night)', 'strike home']	['あき', 'つ', 'てっ', 'とおる']	penetrate	1	8	[]	5FB9
貴	['キ']	['たっと.い', 'たっと.ぶ', 'とうと.い', 'とうと.ぶ']	12	['esteem', 'honor', 'precious', 'prize', 'value']	['きよ', 'ぎ', 'たか', 'たかし', 'よし']	precious	1	6	[]	8CB4
衝	['ショウ']	['つ.く']	15	['brunt', 'collide', 'highway', 'opposition (astronomy)', 'pierce', 'prick', 'stab', 'thrust']	[]	collide	1	8	[]	885D
焦	['ショウ']	['あせ.る', 'こ.がす', 'こ.がれる', 'こ.げる', 'じ.らす', 'じ.れる']	12	['burn', 'char', 'hurry', 'impatient', 'irritate', 'scorch', 'singe']	[]	char	1	8	[]	7126
奪	['ダツ']	['うば.う']	14	['dispossess', 'plunder', 'rob', 'snatch away', 'take by force', 'usurp']	[]	rob	1	8	[]	596A
災	['サイ']	['わざわ.い']	7	['calamity', 'curse', 'disaster', 'evil', 'woe']	[]	disaster	1	5	[]	707D
浦	['ホ']	['うら']	10	['bay', 'beach', 'creek', 'gulf', 'inlet', 'seacoast']	[]	bay	1	8	[]	6D66
析	['セキ']	[]	8	['analyze', 'chop', 'divide', 'tear']	[]	chop	1	8	[]	6790
譲	['ジョウ']	['ゆず.る']	20	['convey', 'defer', 'transfer', 'turnover']	['ゆずり']	defer	1	8	[]	8B72
称	['ショウ']	['あ.げる', 'かな.う', 'たた.える', 'とな.える', 'はか.り', 'はか.る', 'ほめ.る']	10	['admire', 'appellation', 'fame', 'name', 'praise', 'title']	['ね']	appellation	1	8	[]	79F0
納	['トウ', 'ナ', 'ナッ', 'ナン', 'ノウ']	['-おさ.める', 'おさ.まる', 'おさ.める']	10	['obtain', 'pay', 'reap', 'settlement', 'store', 'supply']	['の', 'ろ']	settlement	1	6	[]	7D0D
樹	['ジュ']	['き']	16	['establish', 'set up', 'timber', 'trees', 'wood']	['いつき', 'うえ', 'こ', 'しげ', 'じ', 'たちき', 'たつ', 'たつる', 'な']	timber-trees	1	6	[]	6A39
挑	['チョウ']	['いど.む']	9	['challenge', 'contend for', 'make love to']	[]	challenge	1	8	[]	6311
誘	['ユウ']	['いざな.う', 'さそ.う']	14	['allure', 'ask', 'call for', 'entice', 'invite', 'lead', 'seduce', 'tempt']	[]	entice	1	8	[]	8A98
紛	['フン']	['-まぎ.れ', 'まぎ.らす', 'まぎ.らわしい', 'まぎ.らわす', 'まぎ.れる']	10	['be mistaken for', 'distract', 'divert', 'go astray']	[]	distract	1	8	[]	7D1B
至	['シ']	['いた.る']	6	['arrive', 'attain', 'climax', 'proceed', 'reach', 'result in']	['のぶ', 'のり', 'みち', 'よし']	climax	1	6	[]	81F3
宗	['シュウ', 'ソウ']	['むね']	8	['denomination', 'essence', 'main point', 'origin', 'religion', 'sect']	['かず', 'し', 'そ', 'そお', 'たか', 'とし', 'のり', 'ひろ', 'むな', 'もと', 'よし']	religion	1	6	[]	5B97
促	['ソク']	['うなが.す']	9	['demand', 'incite', 'press', 'stimulate', 'urge']	[]	stimulate	1	8	[]	4FC3
慎	['シン']	['つつ.ましい', 'つつし', 'つつし.み', 'つつし.む']	13	['be careful', 'discreet', 'humility', 'prudent']	['ちか', 'のり', 'まこと', 'みつ']	humility	1	8	[]	614E
控	['コウ']	['ひか.え', 'ひか.える']	11	['be moderate', 'draw in', 'hold back', 'refrain from', 'withdraw']	[]	withdraw	1	8	[]	63A7
智	['チ']	[]	12	['intellect', 'reason', 'wisdom']	['あきら', 'さと', 'さとい', 'さとし', 'さとる', 'じ', 'とし', 'とみ', 'とも', 'のり', 'ひと', 'もと', 'よも']	wisdom	1	9	[]	667A
握	['アク']	['にぎ.る']	12	['bribe', 'grip', 'hold', 'mould sushi']	[]	grip	1	8	[]	63E1
宙	['チュウ']	[]	8	['air', 'interval of time', 'memorization', 'mid-air', 'sky', 'space']	['ひろ', 'ゆ']	mid-air	2	6	[]	5B99
俊	['シュン']	[]	9	['excellence', 'genius', 'sagacious']	['すぐる', 'とし']	sagacious	1	8	[]	4FCA
銭	['セン', 'ゼン']	['すき', 'ぜに']	14	['.01 yen', 'coin', 'money']	[]	coin	1	5	[]	92AD
渋	['シュウ', 'ジュウ']	['しぶ', 'しぶ.い', 'しぶ.る']	11	['astringent', 'have diarrhea', 'hesitate', 'reluctant']	[]	astringent	1	8	[]	6E0B
銃	['ジュウ']	['つつ']	14	['arms', 'gun']	[]	gun	1	8	[]	9283
操	['サン', 'ソウ']	['あやつ.る', 'みさお']	16	['chastity', 'fidelity', 'maneuver', 'manipulate', 'operate', 'steer', 'virginity']	['さお', 'みさ']	maneuver	2	6	[]	64CD
携	['ケイ']	['たずさ.える', 'たずさ.わる']	13	['armed with', 'bring along', 'carry (in hand)', 'portable']	[]	portable	1	8	[]	643A
診	['シン']	['み.る']	12	['checkup', 'diagnose', 'examine', 'seeing']	[]	check-up	1	8	[]	8A3A
託	['タク']	['かこ.つ', 'かこ.つける', 'かこつ.ける']	10	['consign', 'entrusting with', 'hint', 'pretend', 'requesting']	[]	consign	1	8	[]	8A17
撮	['サツ']	['-ど.り', 'つま.む', 'と.る']	15	['snapshot', 'take pictures']	[]	snapshot	1	8	[]	64AE
誕	['タン']	[]	15	['be arbitrary', 'be born', 'declension', 'lie', 'nativity']	[]	nativity	1	6	[]	8A95
侵	['シン']	['おか.す']	9	['encroach', 'invade', 'raid', 'trespass', 'violate']	[]	encroach	1	8	[]	4FB5
括	['カツ']	['くく.る']	9	['arrest', 'constrict', 'fasten', 'tie up']	[]	fasten	1	8	[]	62EC
謝	['シャ']	['あやま.る']	17	['apologize', 'refuse', 'thank']	['さ', 'ざ']	apologize	1	5	[]	8B1D
駆	['ク']	['か.ける', 'か.る']	14	['advance', 'drive', 'gallop', 'impel', 'inspire', 'run']	[]	drive	1	8	[]	99C6
透	['トウ']	['す.かす', 'す.く', 'す.ける', 'とう.す', 'とう.る']	10	['filter', 'penetrate', 'permeate', 'transparent']	['とおる']	transparent	1	8	[]	900F
津	['シン']	['つ']	9	['ferry', 'harbor', 'haven', 'port']	['ず', 'ち', 'と']	haven	1	8	[]	6D25
壁	['ヘキ']	['かべ']	16	['fence', 'lining (stomach)', 'wall']	[]	wall	2	8	[]	58C1
稲	['テ', 'トウ']	['いな-', 'いね']	14	['rice plant']	['いの', 'しね', 'せ', 'な']	rice plant	1	8	[]	7A32
仮	['カ', 'ケ']	['かり', 'かり-']	6	['assumed (name)', 'informal', 'interim', 'sham', 'temporary']	[]	sham/provisional	2	5	[]	4EEE
裂	['レツ']	['-ぎ.れ', 'さ.く', 'さ.ける']	12	['rend', 'split', 'tear']	[]	split	1	8	[]	88C2
敏	['ビン']	['さとい']	10	['agile', 'alert', 'cleverness']	['さとし', 'ちょう', 'とし', 'び']	cleverness	1	8	[]	654F
是	['シ', 'ゼ']	['ここ', 'この', 'これ']	9	['just so', 'justice', 'right', 'this']	['すなお', 'ただし', 'つな', 'ゆき', 'よし']	just so	1	8	[]	662F
排	['ハイ']	[]	11	['arrange', 'exclude', 'expel', 'line up', 'reject', 'repudiate']	['おし']	repudiate	1	8	[]	6392
裕	['ユウ']	[]	12	['abundant', 'fertile', 'rich']	['すけ', 'のり', 'ひろ', 'ひろし', 'やす', 'ゆ', 'ゆたか']	abundant	1	8	[]	88D5
堅	['ケン']	['-がた.い', 'かた.い']	12	['hard', 'reliable', 'solid', 'strict', 'tight', 'tough']	['きん']	strict	1	8	[]	5805
訳	['ヤク']	['わけ']	11	['case', 'circumstance', 'reason', 'translate']	[]	translate	1	6	[]	8A33
芝	['シ']	['しば']	6	['lawn', 'turf']	['こげ', 'しは']	turf	1	8	[]	829D
綱	['コウ']	['つな']	14	['cable', 'class (genus)', 'cord', 'hawser', 'rope']	[]	hawser	1	8	[]	7DB1
典	['テン', 'デン']	['のり', 'ふみ']	8	['ceremony', 'code', 'law', 'rule']	['すけ', 'つね', 'の']	code	1	4	[]	5178
賀	['ガ']	[]	12	['congratulations', 'joy']	['か', 'のり', 'よし', 'より']	congratulations	1	5	[]	8CC0
扱	['キュウ', 'ソウ']	['あつか.い', 'あつか.う', 'あつか.る', 'こ.く']	6	['entertain', 'handle', 'strip', 'thresh']	[]	handle	1	8	[]	6271
顧	['コ']	['かえり.みる']	21	['examine oneself', 'look back', 'review', 'turn around']	['たか', 'み']	look back	1	8	[]	9867
弘	['グ', 'コウ']	['ひろ.い']	5	['broad', 'vast', 'wide']	['お', 'こお', 'ひろ', 'ひろし', 'ひろむ', 'みつ']	vast	1	9	[]	5F18
看	['カン']	['み.る']	9	['see', 'watch over']	[]	watch over	2	6	[]	770B
訟	['ショウ']	[]	11	['accuse', 'sue']	[]	sue	1	8	[]	8A1F
戒	['カイ']	['いまし.める']	7	['commandment']	[]	commandment	1	8	[]	6212
祉	['シ']	[]	8	['happiness', 'welfare']	[]	welfare	1	8	[]	7949
誉	['ヨ']	['ほ.める', 'ほま.れ']	13	['glory', 'honor', 'praise', 'reputation']	['え', 'たか', 'たけ', 'ほまれ', 'ほめ', 'ほん']	reputation	1	8	[]	8A89
歓	['カン']	['よろこ.ぶ']	15	['delight', 'joy']	['ぶ']	delight	1	8	[]	6B53
奏	['ソウ']	['かな.でる']	9	['complete', 'play music', 'speak to a ruler']	['すすむ']	play music	1	6	[]	594F
勧	['カン', 'ケン']	['すす.める']	13	['advise', 'encourage', 'offer', 'persuade', 'recommend']	[]	persuade	1	8	[]	52E7
騒	['ソウ']	['うれい', 'さわ.がしい', 'さわ.ぐ']	18	['boisterous', 'clamor', 'disturb', 'excite', 'make noise']	[]	boisterous	1	8	[]	9A12
閥	['バツ']	[]	14	['clan', 'clique', 'faction', 'lineage', 'pedigree']	[]	clique	1	8	[]	95A5
甲	['カン', 'コウ']	['きのえ']	5	['A grade', 'armor', 'carapace', 'first class', 'former', 'high (voice)', 'instep']	['かぶと', 'き', 'まさ', 'まさる']	armor	1	8	[]	7532
縄	['ジョウ']	['ただ.す', 'なわ']	15	['cord', 'straw rope']	[]	straw rope	1	8	[]	7E04
郷	['キョウ', 'ゴウ']	['さと']	11	['district', 'home town', 'native place', 'village']	['くに']	home town	1	6	[]	90F7
揺	['ヨウ']	['うご.く', 'ゆ.さぶる', 'ゆ.すぶる', 'ゆ.する', 'ゆ.らぐ', 'ゆ.る', 'ゆ.るぐ', 'ゆ.れる']	12	['rock', 'shake', 'sway', 'swing', 'tremble', 'vibrate']	[]	swing	1	8	[]	63FA
免	['メン']	['まぬか.れる', 'まぬが.れる']	8	['dismissal', 'excuse']	['め']	excuse	1	8	[]	514D
既	['キ']	['すで.に']	10	['already', 'long ago', 'previously']	[]	previously	1	8	[]	65E2
薦	['セン']	['すす.める']	16	['advise', 'encourage', 'mat', 'offer', 'recommend']	['こも']	recommend	1	8	[]	85A6
隣	['リン']	['とな.る', 'となり']	16	['neighboring']	['ちか']	neighboring	1	8	[]	96A3
華	['カ', 'ケ']	['はな']	10	['flower', 'gay', 'gorgeous', 'luster', 'ostentatious', 'petal', 'shine', 'showy', 'splendor']	['わ']	splendor	1	8	[]	83EF
範	['ハン']	[]	15	['example', 'model', 'pattern']	['のり']	pattern	1	8	[]	7BC4
隠	['イン', 'オン']	['かく.し', 'かく.す', 'かく.れる', 'よ.る']	14	['conceal', 'cover', 'hide']	['お', 'がくし']	conceal	1	8	[]	96A0
徳	['トク']	[]	14	['benevolence', 'commanding respect', 'goodness', 'virtue']	['あつ', 'なる', 'のり', 'ゆき', 'よし']	benevolence	1	5	[]	5FB3
哲	['テツ']	['あきらか', 'さとい']	10	['clear', 'philosophy']	['あき', 'あきら', 'さと', 'さとし', 'さとる', 'てっ', 'てつん', 'のり', 'よし']	philosophy	1	8	[]	54F2
杉	['サン']	['すぎ']	7	['cedar', 'cryptomeria']	[]	cedar	1	8	[]	6749
釈	['シャク', 'セキ']	['す.てる', 'とく', 'ゆる.す']	11	['explanation']	['しゃ']	explanation/interpretation	1	8	[]	91C8
己	['キ', 'コ']	['おのれ', 'つちのと', 'な']	3	['self']	['し', 'み']	self	1	6	[]	5DF1
妥	['ダ']	[]	7	['depravity', 'gentle', 'peace']	['やす']	gentle	1	8	[]	59A5
威	['イ']	['おど.かす', 'おど.し', 'おど.す']	9	['dignity', 'intimidate', 'majesty', 'menace', 'threaten']	['いさ', 'たけ', 'たけし']	intimidate	1	8	[]	5A01
豪	['ゴウ']	['えら.い']	14	['Australia', 'excelling', 'great', 'overpowering', 'powerful']	['こう', 'ご', 'すぐる', 'たけ', 'たけし', 'ひで', 'まさる']	overpowering	1	8	[]	8C6A
熊	['ユウ']	['くま']	14	['bear']	[]	bear	1	8	[]	718A
滞	['タイ', 'テイ']	['とどこお.る']	13	['arrears', 'be delayed', 'overdue', 'stagnate']	[]	stagnate	1	8	[]	6EDE
微	['ビ']	['かす.か']	13	['delicate', 'insignificance', 'minuteness']	['み']	delicate	1	8	[]	5FAE
隆	['リュウ']	[]	11	['high', 'hump', 'noble', 'prosperity']	['お', 'たか', 'たかし']	hump	1	8	[]	9686
症	['ショウ']	[]	10	['illness', 'symptoms']	[]	symptoms	1	8	[]	75C7
暫	['ザン']	['しばら.く']	15	['a while', 'long time', 'moment', 'temporarily']	[]	temporarily	1	8	[]	66AB
忠	['チュウ']	[]	8	['faithfulness', 'fidelity', 'loyalty']	['きよし', 'たた', 'ただ', 'ただし', 'なお']	loyalty	1	6	[]	5FE0
倉	['ソウ']	['くら']	10	['cellar', 'godown', 'storehouse', 'treasury', 'warehouse']	[]	godown	1	4	[]	5009
彦	['ゲン']	['ひこ']	9	['boy (ancient)', 'lad']	['こ', 'ひろ', 'やす', 'よし']	lad	1	9	[]	5F66
肝	['カン']	['きも']	7	['chutzpah', 'liver', 'nerve', 'pluck']	[]	liver	1	8	[]	809D
喚	['カン']	['わめ.く']	12	['call', 'cry', 'scream', 'summon', 'yell']	[]	yell	1	8	[]	559A
沿	['エン']	['-ぞ.い', 'そ.う']	8	['follow along', 'lie along', 'run along', 'run alongside']	[]	run alongside	1	6	[]	6CBF
妙	['ビョウ', 'ミョウ']	['たえ']	7	['charming', 'delicate', 'excellent', 'exquisite', 'miracle', 'mystery', 'queer', 'strange']	[]	exquisite	1	8	[]	5999
唱	['ショウ']	['とな.える']	11	['call upon', 'chant', 'recite', 'yell']	[]	chant	1	4	[]	5531
阿	['ア', 'オ']	['おもね.る', 'くま']	8	['Africa', 'corner', 'fawn upon', 'flatter', 'nook', 'recess']	['あず', 'あわ', 'おか', 'きた', 'な', 'ほとり']	Africa	1	9	[]	963F
索	['サク']	[]	10	['cord', 'inquiring', 'rope', 'searching']	[]	cord	1	8	[]	7D22
誠	['セイ']	['まこと']	13	['admonish', 'fidelity', 'prohibit', 'sincerity', 'truth', 'warn']	['きよ', 'さと', 'しげ', 'とも', 'のぶ', 'ま', 'まこ', 'まさ']	sincerity	1	6	[]	8AA0
襲	['シュウ']	['おそ.う', 'かさ.ね']	22	['advance on', 'attack', 'heap', 'pile', 'succeed to']	['そい']	attack	1	8	[]	8972
懇	['コン']	['ねんご.ろ']	17	['cordial', 'courteous', 'hospitable', 'kind', 'sociable']	[]	sociable	1	8	[]	61C7
俳	['ハイ']	[]	10	['actor', 'haiku']	[]	haiku	1	6	[]	4FF3
柄	['ヘイ']	['え', 'がら', 'つか']	9	['build', 'character', 'crank', 'design', 'grip', 'handle', 'knob', 'nature', 'pattern', 'shaft']	['から', 'ら']	design	1	8	[]	67C4
驚	['キョウ']	['おどろ.かす', 'おどろ.く']	22	['amazed', 'be surprised', 'frightened', 'wonder']	[]	wonder	1	8	[]	9A5A
麻	['マ', 'マア']	['あさ']	11	['flax', 'hemp', 'numb']	['あ', 'あざ', 'お']	hemp	1	8	[]	9EBB
李	['リ']	['すもも']	7	['plum']	['い', 'もも']	damson	1	9	[]	674E
浩	['コウ']	['おおき.い', 'ひろ.い']	10	['abundance', 'vigorous', 'wide expanse']	['こお', 'ひろ', 'ひろし', 'ゆたか']	abounding	1	9	[]	6D69
剤	['ザイ', 'スイ', 'セイ']	['かる', 'けず.る']	10	['dose', 'drug', 'medicine']	[]	dose	1	8	[]	5264
瀬	['ライ']	['せ']	19	['current', 'rapids', 'shallows', 'shoal', 'torrent']	['いわた', 'がせ', 'しげ', 'せい', 'せっ']	rapids	1	8	[]	702C
趣	['シュ']	['おもむ.く', 'おもむき']	15	['become', 'elegance', 'gist', 'interest', 'proceed to', 'purport', 'tend']	[]	gist	1	8	[]	8DA3
陥	['カン']	['おちい.る', 'おとしい.れる']	10	['cave in', 'collapse', 'fall (castle)', 'fall into', 'slide into']	[]	collapse	1	8	[]	9665
斎	['サイ']	['い.む', 'いつ.く', 'いわ.う', 'つつし.む', 'とき', 'ものいみ']	11	['Buddhist food', 'alike', 'avoid', 'purification', 'room', 'worship']	['いつ', 'いつき', 'きよ', 'さえ', 'ただ', 'とき', 'ひとし', 'よし']	purification	1	8	[]	658E
貫	['カン']	['つらぬ.く', 'ぬ.く', 'ぬき']	11	['8 1/3lbs', 'brace', 'penetrate', 'pierce']	['つら', 'ぬく']	pierce	1	8	[]	8CAB
仙	['セン', 'セント']	[]	5	['cent', 'hermit', 'wizard']	['そま', 'のり']	hermit	1	8	[]	4ED9
慰	['イ']	['なぐさ.む', 'なぐさ.める']	15	['amusement', 'cheer', 'comfort', 'consolation', 'console', 'make sport of', 'seduce']	[]	consolation	1	8	[]	6170
序	['ジョ']	['つい.で', 'ついで']	7	['beginning', 'chance', 'incidentally', 'occasion', 'order', 'precedence', 'preface']	['つぐ']	preface	1	5	[]	5E8F
旬	['シュン', 'ジュン']	[]	6	['decameron', 'season (for specific products)', 'ten-day period']	[]	decameron	1	8	[]	65EC
兼	['ケン']	['-か.ねる', 'か.ねる']	10	['and', 'beforehand', 'concurrently', 'in advance']	['かね']	concurrently	1	8	[]	517C
聖	['ショウ', 'セイ']	['ひじり']	13	['holy', 'master', 'priest', 'sage', 'saint']	['きよ', 'さと', 'さとし', 'せ', 'たか', 'ただ', 'ひろ', 'まさ', 'み']	holy	1	6	[]	8056
旨	['シ']	['うま.い', 'むね']	6	['clever', 'delicious', 'expert', 'purport', 'relish', 'show a liking for', 'will']	[]	delicious	1	8	[]	65E8
即	['ソク']	['すなわ.ち', 'つ.く', 'つ.ける']	7	['adapt', 'agree', 'as is', 'conform', 'instant', 'namely']	[]	instant	1	8	[]	5373
柳	['リュウ']	['やなぎ']	9	['willow']	['なぎ', 'や', 'やい', 'やぎ', 'やな', 'やない']	willow	1	8	[]	67F3
舎	['シャ', 'セキ']	['やど.る']	8	['cottage', 'house', 'hut', 'inn', 'mansion']	['さ', 'とり']	cottage	1	5	[]	820E
偽	['カ', 'ギ']	['いつわ.り', 'いつわ.る', 'にせ']	11	['counterfeit', 'deceive', 'falsehood', 'forgery', 'lie', 'pretend']	[]	falsehood	1	8	[]	507D
較	['カク', 'コウ']	['くら.べる']	13	['compare', 'contrast']	[]	contrast	2	8	[]	8F03
覇	['ハ', 'ハク']	['はたがしら']	19	['champion', 'hegemony', 'leadership', 'supremacy']	['はる']	hegemony	1	8	[]	8987
詳	['ショウ']	['くわ.しい', 'つまび.らか']	13	['accurate', 'detailed', 'full', 'minute', 'well-informed']	['よし']	detailed	1	8	[]	8A73
抵	['テイ']	[]	8	['reach', 'resist', 'touch']	[]	resist	1	8	[]	62B5
脅	['キョウ']	['おど.かす', 'おど.す', 'おびや.かす']	10	['coerce', 'threaten']	[]	threaten	1	8	[]	8105
茂	['モ']	['しげ.る']	8	['be luxuriant', 'grow thick', 'overgrown']	['うむさ', 'き', 'し', 'つとむ', 'む', 'もて']	overgrown	1	8	[]	8302
犠	['キ', 'ギ']	['いけにえ']	17	['sacrifice']	[]	sacrifice	1	8	[]	72A0
旗	['キ']	['はた']	14	['banner', 'national flag', 'standard']	[]	national flag	1	4	[]	65D7
距	['キョ']	['けづめ', 'へだ.たる']	12	['fetlock', 'long-distance', 'spur']	[]	long-distance	1	8	[]	8DDD
雅	['ガ']	['みや.び']	13	['elegant', 'graceful', 'gracious', 'refined']	['う', 'お', 'か', 'ただし', 'のり', 'まさ', 'まさし', 'よし']	gracious	1	8	[]	96C5
飾	['ショク']	['かざ.り', 'かざ.る']	13	['adorn', 'decorate', 'embellish', 'ornament']	['しか']	decorate	1	8	[]	98FE
網	['モウ']	['あみ']	14	['netting', 'network']	['あ', 'ずな']	netting	1	8	[]	7DB2
竜	['リュウ', 'リョウ', 'ロウ']	['いせ', 'たつ']	10	['dragon', 'imperial']	['りう']	dragon	1	8	[]	7ADC
詩	['シ']	['うた']	13	['poem', 'poetry']	[]	poem	1	3	[]	8A69
繁	['ハン']	['しげ.く', 'しげ.る']	16	['complexity', 'frequency', 'luxuriant', 'overgrown', 'thick', 'trouble']	[]	luxuriant	1	8	[]	7E41
翼	['ヨク']	['つばさ']	17	['flank', 'plane', 'wing']	[]	wing	1	8	[]	7FFC
潟	['セキ']	['-がた', 'かた']	15	['lagoon']	['がら']	lagoon	1	8	[]	6F5F
敵	['テキ']	['あだ', 'かたき', 'かな.う']	15	['enemy', 'foe', 'opponent']	[]	enemy	1	5	[]	6575
魅	['ミ']	[]	15	['bewitch', 'charm', 'fascination']	[]	fascination	1	8	[]	9B45
嫌	['ケン', 'ゲン']	['いや', 'きら.い', 'きら.う']	13	['detest', 'dislike', 'hate']	[]	dislike	1	8	[]	5ACC
斉	['サイ', 'セイ']	['あたる', 'そろ.う', 'はやい', 'ひと.しい', 'ひと.しく']	8	['adjusted', 'alike', 'equal', 'similar variety of']	['ただ', 'なり', 'ひと', 'ひとし']	adjusted	1	8	[]	6589
